112 -33.99154500  150.95442300 -33.99158600  150.95446600 
112 -33.99162000  150.95449800 -33.99166100  150.95454100 
112 -33.99175800  150.95459900 -33.99180900  150.95462400 
112 -33.99674700  150.95701300 -33.99679800  150.95703800 
112 -33.99690500  150.95705600 -33.99696000  150.95706000 
112 -33.99696100  150.95705900 -33.99701600  150.95706300 
112 -33.99711200  150.95701100 -33.99715800  150.95697500 
112 -33.99727300  150.95688600 -33.99731900  150.95685000 
112 -33.99738100  150.95674500 -33.99740700  150.95668700 
112 -33.99744500  150.95659700 -33.99747100  150.95653900 
112 -33.99747300  150.95641200 -33.99746600  150.95634700 
112 -33.99743400  150.95605800 -33.99742700  150.95599300 
112 -33.99738000  150.95587500 -33.99735100  150.95581800 
111 -33.99439500  150.94993300 
112 -33.99358700  150.94837800 -33.99355800  150.94832200 
112 -33.99347800  150.94824500 -33.99343500  150.94821200 
112 -33.99333200  150.94821000 -33.99327800  150.94822000 
112 -33.99327300  150.94822100 -33.99321900  150.94823100 
112 -33.99312300  150.94829100 -33.99307700  150.94832800 
112 -33.99244500  150.94883100 -33.99239900  150.94886800 
112 -33.99239100  150.94891400 -33.99240100  150.94893300 
111 -33.99314200  150.95034100 
111 -33.99357400  150.95116400 
111 -33.99355100  150.95118200 
112 -33.99315300  150.95042400 -33.99314300  150.95040500 
112 -33.99313400  150.95042900 -33.99313100  150.95045100 
112 -33.99312600  150.95048600 -33.99312300  150.95050800 
112 -33.99312200  150.95055200 -33.99312200  150.95057400 
112 -33.99312100  150.95067200 -33.99312100  150.95069400 
112 -33.99313600  150.95073300 -33.99314600  150.95075200 
111 -33.99339200  150.95119500 
111 -33.99336900  150.95121300 
112 -33.99310800  150.95074200 -33.99309800  150.95072400 
112 -33.99309300  150.95068200 -33.99309300  150.95066000 
112 -33.99309400  150.95058800 -33.99309400  150.95056600 
112 -33.99307300  150.95057700 -33.99305900  150.95059200 
112 -33.99302000  150.95063400 -33.99300600  150.95064900 
112 -33.99297300  150.95066600 -33.99295600  150.95067300 
112 -33.99282700  150.95072000 -33.99281000  150.95072700 
112 -33.99277800  150.95074700 -33.99276300  150.95075800 
111 -33.99277800  150.95074700 
111 -33.99274100  150.95073700 
112 -33.99274100  150.95073700 -33.99275600  150.95072600 
112 -33.99273800  150.95071000 -33.99272100  150.95070300 
111 -33.99273800  150.95071000 
111 -33.99277000  150.95068800 
112 -33.99277000  150.95068800 -33.99278700  150.95069500 
112 -33.99282200  150.95068800 -33.99283900  150.95068100 
112 -33.99295900  150.95063600 -33.99297600  150.95062900 
112 -33.99300600  150.95060400 -33.99302000  150.95058900 
112 -33.99307400  150.95053200 -33.99308800  150.95051700 
112 -33.99309900  150.95047700 -33.99310200  150.95045500 
112 -33.99311200  150.95038700 -33.99311500  150.95036500 
112 -33.99310100  150.95032600 -33.99309100  150.95030700 
112 -33.99236800  150.94893200 -33.99235800  150.94891300 
112 -33.99228400  150.94895700 -33.99223800  150.94899200 
111 -33.99031500  150.95046500 
112 -33.98974200  150.95095600 -33.98969700  150.95099400 
112 -33.98963500  150.95109900 -33.98960800  150.95115600 
112 -33.98959500  150.95118500 -33.98956800  150.95124200 
112 -33.98961600  150.95133700 -33.98965700  150.95138100 
111 -33.98981900  150.95155600 
112 -33.99012500  150.95189700 -33.99016500  150.95194200 
112 -33.99023100  150.95204600 -33.99026200  150.95210100 
112 -33.99066400  150.95281100 -33.99069500  150.95286600 
112 -33.99077900  150.95284100 -33.99082500  150.95280600 
111 -33.99099100  150.95268000 
111 -33.99163400  150.95216500 
111 -33.99168000  150.95224700 
112 -33.99113800  150.95268000 -33.99109300  150.95271700 
112 -33.99111500  150.95281800 -33.99114500  150.95287300 
112 -33.99131200  150.95318000 -33.99134200  150.95323500 
112 -33.99142600  150.95321000 -33.99147200  150.95317500 
112 -33.99159700  150.95307900 -33.99164300  150.95304400 
112 -33.99164800  150.95299500 -33.99163600  150.95297400 
112 -33.99161500  150.95291700 -33.99160500  150.95288600 
111 -33.99161500  150.95291700 
111 -33.99168800  150.95287300 
114 -33.99168800  150.95287300 -33.99169700  150.95290200 
112 -33.99082300  150.95292300 -33.99077700  150.95295800 
112 -33.99079700  150.95306000 -33.99082600  150.95311600 
112 -33.99098800  150.95343700 -33.99101700  150.95349300 
112 -33.99109900  150.95346700 -33.99114400  150.95343100 
112 -33.99122000  150.95337100 -33.99126500  150.95333500 
112 -33.99124300  150.95323400 -33.99121300  150.95317900 
112 -33.99104600  150.95287100 -33.99101600  150.95281600 
114 -33.99093200  150.95284100 -33.99088600  150.95287600 
110   2 0.00 122.00 Closed taxiway
111 -33.99368200  150.95127800 
111 -33.99333300  150.95155200 
111 -33.99325800  150.95141400 
111 -33.99360600  150.95114000 
111 -33.99408900  150.95075000 
113 -33.99416500  150.95088800 
110   2 0.00 122.00 Closed taxiway
112 -33.99589400  150.95429900 -33.99586400  150.95432200 
112 -33.99591100  150.95445800 -33.99595200  150.95454100 
111 -33.99597200  150.95458200 
111 -33.99586400  150.95466000 
112 -33.99580300  150.95453900 -33.99576300  150.95445800 
112 -33.99572800  150.95443000 -33.99571800  150.95443900  53 
112 -33.99568400  150.95447900 -33.99566500  150.95450300 
111 -33.99568400  150.95447900 
111 -33.99564000  150.95444100 
112 -33.99564000  150.95444100 -33.99566400  150.95440900  53 
112 -33.99572200  150.95435700 -33.99575300  150.95433300  53 
111 -33.99576700  150.95432000 
111 -33.99591500  150.95420600 
113 -33.99594400  150.95426100 
110   2 0.00 122.00 Closed taxiway
112 -33.99138300  150.95285300 -33.99137300  150.95286100 
111 -33.99128700  150.95292900 
111 -33.99127800  150.95291100 
111 -33.99139400  150.95281800 
112 -33.99151200  150.95272300 -33.99152200  150.95271500 
112 -33.99150800  150.95268000 -33.99149500  150.95265900 
112 -33.99142100  150.95270300 -33.99137600  150.95274000 
111 -33.99121700  150.95287100 
111 -33.99117200  150.95279000 
112 -33.99144100  150.95256900 -33.99148600  150.95253200 
112 -33.99155400  150.95258900 -33.99158500  150.95263900 
111 -33.99159900  150.95266400 
112 -33.99162200  150.95270200 -33.99163700  150.95272700 
112 -33.99166000  150.95278400 -33.99167000  150.95281400 
111 -33.99167400  150.95282900 
112 -33.99168800  150.95287300 -33.99169700  150.95290200 
112 -33.99171900  150.95294500 -33.99173000  150.95296400 
111 -33.99171900  150.95294500 
111 -33.99164800  150.95299500 
112 -33.99164800  150.95299500 -33.99163600  150.95297400 
112 -33.99161500  150.95291700 -33.99160500  150.95288600 
112 -33.99158300  150.95287700 -33.99157200  150.95288100 
112 -33.99148700  150.95291400 -33.99147600  150.95291800 
112 -33.99145500  150.95293200 -33.99144500  150.95294000 
111 -33.99133800  150.95302700 
111 -33.99132800  150.95300900 
112 -33.99143700  150.95292000 -33.99144700  150.95291200 
112 -33.99143900  150.95289200 -33.99143000  150.95288100 
114 -33.99141100  150.95285700 -33.99140200  150.95284600 
112 -33.99157700  150.95285700 -33.99158800  150.95285300 
112 -33.99158400  150.95281900 -33.99157700  150.95279800 
112 -33.99155600  150.95275800 -33.99154500  150.95273900 
112 -33.99152300  150.95274100 -33.99151300  150.95274900 
112 -33.99142800  150.95281700 -33.99141800  150.95282500 
112 -33.99142600  150.95284400 -33.99143500  150.95285400 
112 -33.99145600  150.95288300 -33.99146500  150.95289300 
114 -33.99148600  150.95289200 -33.99149700  150.95288800 
110   5 0.00 122.00 Closed taxiway
112 -33.99244300  150.95076100 -33.99248300  150.95072900 
112 -33.99255100  150.95067600 -33.99259100  150.95064400 
112 -33.99263700  150.95063800 -33.99265400  150.95064500 
112 -33.99277000  150.95068800 -33.99278700  150.95069500 
112 -33.99282200  150.95068800 -33.99283900  150.95068100 
111 -33.99282200  150.95068800 
111 -33.99282700  150.95072000 
112 -33.99282700  150.95072000 -33.99281000  150.95072700 
112 -33.99277800  150.95074700 -33.99276300  150.95075800 
112 -33.99252000  150.95094100 -33.99250500  150.95095200 
112 -33.99247000  150.95095900 -33.99245200  150.95096000 
112 -33.99239700  150.95096400 -33.99237900  150.95096500 
112 -33.99237300  150.95093300 -33.99237500  150.95091200 
114 -33.99238000  150.95084100 -33.99238200  150.95082000 
112 -33.99246300  150.95084900 -33.99242300  150.95088100 
112 -33.99240200  150.95091400 -33.99240100  150.95092500 
112 -33.99242700  150.95092900 -33.99244500  150.95092800 
112 -33.99246200  150.95092800 -33.99248000  150.95092700 
112 -33.99251200  150.95090900 -33.99252700  150.95089800 
112 -33.99274100  150.95073700 -33.99275600  150.95072600 
112 -33.99273800  150.95071000 -33.99272100  150.95070300 
112 -33.99269700  150.95069400 -33.99268000  150.95068700 
114 -33.99261100  150.95073200 -33.99257100  150.95076400 
110   1 0.00 122.00 Apron
111 -33.99350900  150.94933200 
111 -33.99368700  150.94919400 
111 -33.99393600  150.94967400 
113 -33.99385900  150.95005700 
110   1 0.00 122.00 Apron
111 -33.99648900  150.95566200 
111 -33.99630300  150.95580500 
111 -33.99610300  150.95540300 
113 -33.99610400  150.95489700 
110   2 0.00 122.00 Apron
111 -33.99331600  150.95140100 
111 -33.99336100  150.95136900 
111 -33.99339100  150.95135500 
111 -33.99341700  150.95143200 
111 -33.99338300  150.95149000 
111 -33.99334000  150.95156300 
111 -33.99335100  150.95164800 
111 -33.99339200  150.95183600 
111 -33.99202200  150.95287400 
111 -33.99151900  150.95196800 
111 -33.99287100  150.95093900 
111 -33.99319600  150.95134300 
113 -33.99325400  150.95139400 
110   1 0.00 122.00 Apron
111 -33.99302200  150.95070900 
111 -33.99317400  150.95060100 
111 -33.99350300  150.95120300 
113 -33.99335500  150.95132100 
110   1 0.00 122.00 Apron
111 -33.99381700  150.95118100 
111 -33.99542300  150.95425700 
111 -33.99500600  150.95456600 
111 -33.99489300  150.95433500 
111 -33.99475200  150.95444000 
111 -33.99341700  150.95188600 
111 -33.99357300  150.95175100 
113 -33.99343400  150.95148800 
110   2 0.00 122.00 Apron
111 -33.99390300  150.95073800 
111 -33.99389300  150.95067800 
111 -33.99393200  150.95055700 
111 -33.99423200  150.95114600 
111 -33.99417200  150.95119400 
111 -33.99411900  150.95119000 
111 -33.99407700  150.95113700 
111 -33.99400900  150.95111200 
111 -33.99395800  150.95111000 
111 -33.99391100  150.95111800 
111 -33.99386700  150.95113900 
111 -33.99379900  150.95100000 
111 -33.99385600  150.95092600 
111 -33.99389100  150.95085200 
113 -33.99389700  150.95079400 
110   2 0.00 122.00 Apron
111 -33.99515300  150.95373800 
111 -33.99539300  150.95355100 
111 -33.99552200  150.95379400 
113 -33.99527800  150.95398100 
110   2 0.00 122.00 Apron
111 -33.99524000  150.95325600 
111 -33.99498400  150.95342800 
111 -33.99487400  150.95321300 
113 -33.99511900  150.95301900 
110   2 0.00 122.00 Apron
111 -33.99494700  150.95269000 
111 -33.99469900  150.95287200 
111 -33.99458900  150.95266200 
113 -33.99483200  150.95247300 
110   2 0.00 122.00 Apron
111 -33.99465200  150.95210600 
111 -33.99439700  150.95229500 
111 -33.99427100  150.95205900 
113 -33.99452600  150.95186100 
110   2 0.00 122.00 Apron
111 -33.99434900  150.95150400 
111 -33.99409600  150.95170500 
111 -33.99396100  150.95146400 
113 -33.99420600  150.95126000 
110   1 0.00 122.00 Apron
111 -33.99523200  150.95490300 
111 -33.99524400  150.95492000 
111 -33.99513300  150.95499400 
111 -33.99506600  150.95490100 
113 -33.99518500  150.95481500 
110   1 0.00 122.00 Apron
111 -33.99468700  150.95479800 
111 -33.99467500  150.95479000 
111 -33.99466400  150.95478900 
111 -33.99464600  150.95478700 
111 -33.99461600  150.95480500 
111 -33.99458500  150.95473900 
111 -33.99483500  150.95455100 
111 -33.99487800  150.95461800 
111 -33.99485500  150.95463800 
111 -33.99474500  150.95473000 
111 -33.99473800  150.95474600 
111 -33.99473600  150.95476400 
111 -33.99474400  150.95478100 
111 -33.99475800  150.95480000 
111 -33.99477200  150.95481100 
111 -33.99479200  150.95481900 
111 -33.99493200  150.95471300 
111 -33.99511200  150.95503700 
111 -33.99494200  150.95515800 
113 -33.99477200  150.95495700 
110   1 0.00 122.00 Apron
111 -33.99456000  150.95558400 
111 -33.99433700  150.95547200 
111 -33.99438700  150.95532100 
111 -33.99522000  150.95572500 
111 -33.99508600  150.95614000 
111 -33.99462300  150.95592900 
111 -33.99458600  150.95603600 
111 -33.99452400  150.95600100 
111 -33.99455000  150.95590400 
111 -33.99453400  150.95587000 
113 -33.99448300  150.95584000 
110   2 0.00 122.00 Apron
111 -33.99334100  150.94945800 
111 -33.99617300  150.95487900 
111 -33.99610300  150.95498000 
113 -33.99324800  150.94953200 
110   2 0.00 122.00 Apron
111 -33.99504800  150.95508000 
111 -33.99516100  150.95530300 
111 -33.99509000  150.95535700 
113 -33.99497800  150.95512900 
110   1 0.00 122.00 Apron
111 -33.99329800  150.95138000 
111 -33.99330100  150.95138700 
111 -33.99328300  150.95140100 
111 -33.99325400  150.95139500 
111 -33.99319700  150.95134500 
111 -33.99287000  150.95093900 
113 -33.99300100  150.95083400 
110   1 0.00 122.00 Apron
111 -33.99318500  150.95043800 
111 -33.99279500  150.94969700 
111 -33.99290200  150.94961000 
113 -33.99329200  150.95034700 
120 Centreline for Path
112 -33.99349200  150.95199800 -33.99352700  150.95196700  51 101 
112 -33.99359100  150.95204300 -33.99362300  150.95210500  51 101 
112 -33.99379500  150.95243800 -33.99382600  150.95249900  51 101 
112 -33.99389000  150.95262200 -33.99392200  150.95268300  51 101 
112 -33.99409900  150.95302500 -33.99413100  150.95308600  51 101 
112 -33.99419500  150.95320900 -33.99422700  150.95327000  51 101 
112 -33.99438700  150.95357700 -33.99441900  150.95363800  51 101 
112 -33.99448300  150.95376100 -33.99451400  150.95382200  51 101 
112 -33.99466600  150.95411500 -33.99469800  150.95417600  51 101 
116 -33.99479000  150.95415000 -33.99484100  150.95411200 
120 Centreline for Path
111 -33.99507400  150.95443100  51 
116 -33.99504700  150.95437400 -33.99502900  150.95433700 
120 Centreline for Path
111 -33.99527300  150.95428700  51 
116 -33.99523600  150.95421600 -33.99521700  150.95417900 
120 Centreline for Path
111 -33.99377500  150.95138300  51 
116 -33.99379000  150.95141300 -33.99380900  150.95145000 
120 Centreline for Path
111 -33.99358700  150.95151300  51 
116 -33.99360300  150.95154400 -33.99362200  150.95158100 
120 Centreline for Taxi
112 -33.99359100  150.95204300 -33.99356000  150.95198200  51 101 
112 -33.99363900  150.95187800 -33.99370200  150.95182900  51 101 
112 -33.99382500  150.95173500 -33.99388500  150.95168900  51 101 
112 -33.99398700  150.95161200 -33.99403400  150.95157600  51 101 
112 -33.99416300  150.95147400 -33.99423300  150.95141800  51 101 
112 -33.99427300  150.95138500 -33.99434300  150.95132900  51 101 
116 -33.99425800  150.95106900 -33.99417800  150.95091400 
120 Centreline for Taxi
112 -33.99379500  150.95243800 -33.99382600  150.95249900  51 101 
112 -33.99392000  150.95247600 -33.99397200  150.95244000  51 101 
112 -33.99395400  150.95245300 -33.99400600  150.95241700  51 101 
112 -33.99410800  150.95234200 -33.99415900  150.95230400  51 101 
112 -33.99413900  150.95231900 -33.99419000  150.95228100  51 101 
112 -33.99429100  150.95220700 -33.99434200  150.95217100  51 101 
112 -33.99444300  150.95209600 -33.99449400  150.95205800  51 101 
112 -33.99461800  150.95196600 -33.99466900  150.95192800  51 101 
116 -33.99454800  150.95162900 -33.99445100  150.95144200 
120 Centreline for Taxi
112 -33.99409900  150.95302500 -33.99413100  150.95308600  51 101 
112 -33.99422600  150.95306500 -33.99427900  150.95303000  51 101 
112 -33.99425500  150.95304600 -33.99430800  150.95301100  51 101 
112 -33.99441200  150.95294000 -33.99446400  150.95290300  51 101 
112 -33.99445000  150.95291200 -33.99450200  150.95287600  51 101 
112 -33.99460200  150.95279700 -33.99465200  150.95275700  51 101 
112 -33.99461100  150.95279100 -33.99466000  150.95275000  51 101 
112 -33.99476200  150.95267400 -33.99481300  150.95263700  51 101 
112 -33.99492400  150.95255600 -33.99497500  150.95251900  51 101 
116 -33.99485600  150.95222000 -33.99475900  150.95203300 
120 Centreline for Taxi
112 -33.99438700  150.95357700 -33.99441900  150.95363800  51 101 
112 -33.99451200  150.95361300 -33.99456300  150.95357600  51 101 
112 -33.99453500  150.95359700 -33.99458600  150.95356000  51 101 
112 -33.99468900  150.95348600 -33.99474100  150.95344900  51 101 
112 -33.99473000  150.95345600 -33.99478100  150.95341900  51 101 
112 -33.99488500  150.95334800 -33.99493700  150.95331200  51 101 
112 -33.99489500  150.95334100 -33.99494700  150.95330600  51 101 
